web-scraper-order,web-scraper-start-url,Reviews,pagination,pagination-href
"1530537208-1341","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews","Nice place to work, very informal management structure. building strong processes for timely  management and monitoring and control.","8","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews?start=140"
"1530537221-1426","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews","It's the best area to start and learn in your career. The learnings in the form of modules in your probation period is the highlighting part of their training their employees.","3","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews?start=40"
"1530537208-1356","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews","as same as shapoorji pallonji engineering & construction co.Ltd.","8","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews?start=140"
"1530537208-1347","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews","Gets to learn about new Techniques
Worker-Management relationship is maintained well
Adequate working hours for a Construction field","8","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews?start=140"
"1530537203-1308","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews","I doing these company Four state,Chennai,Coimbatore,Hyderabad,Bangalore
 i Singly handle almost 10 to 15 core project in store and purchase,

I doing in very good co-ordinate in our project team and i am take best employ contribution award -2008 in Hyderabad DLF,CTS project Gachiboli,","11","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews?start=200"
"1530537193-1245","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews","A healthy environment to work. 
Colleagues & seniors make you feel comfortable.
The company gives you priority & takes care of you.","5","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews?start=80"
"1530537211-1371","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews","A typical day at work would be 9:30AM login, report to senior manager, set yourself targets for the day and work towards achieving the target.
* As a Marketing Executive, Good communication and interpersonal skills is a must.
* Well Organised scheduled management
* Very helpful and encouraging co-workers.
* Sustain the same level of energy throughout the day.
* Converting calls to site visit and explaining to the customer about the project.","7","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews?start=120"
"1530537221-1438","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews","Classic workplace, can learn lot of things will be a running factor for an booming career a abroad company with many projects a place to look forward to.","3","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews?start=40"
"1530537221-1428","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews","The team environment is very family-oriented.By far the best job I've had in my career of more than 11 years. The company cares about its employees and goes above and beyond to create a positive work environment.","3","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews?start=40"
"1530537203-1312","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews","•	Successfully handled the entire Industrial Steel Building Project
•	Won a Cash Award of Rs. 21,000 for successfully completing the project (Roorkee) before stipulated time period in 2007","11","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews?start=200"
"1530537203-1303","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews","Exposure is good.
Multi-purpose tasks are allotted.
Management is friendly.
Hard-work required at all levels.
Special accelerated programs for quick succession to posts are included in the company.","11","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews?start=200"
"1530537201-1291","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews","My work is a lovable job.Day to Day to learn lot from my co workers.
There is no hardest part of the job when we do the jobs in time schedule.The enjoyble part is for recover our knowledge through monthly Trainings by top managements.","12","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews?start=220"
"1530537213-1394","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews","Work day with proper work schedule
Exposure to High end and working for international clients
Management is very good
Working for project","6","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews?start=100"
"1530537193-1254","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews","01.Preparing daily report and attendance.
02.I learn time to followup
03.I'm not a boss I'm the leader, i thing u know leader and boss different so the part is very easy for me.
04.Arrange the party functions","5","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews?start=80"
"1530537206-1321","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews","In this organisation I grew up professionally and was responsible for many roles like knowledge management, brand management, corporate trainings, ISO Audits, OHSHAS Audits. I had a good team of subordinates and also super ordinate.
It was a pleasant learning platform.. I had to interact with clients, sub contractors, site teams, MR, Vedors, Graduate engineer trainees, Different section of employees in differenet regions as corporate trainer, Audits, interaction with external agencies for sudit certification etc.","10","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews?start=180"
"1530537203-1307","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews","I learn things regarding Billing,Budget,MIS,Productivity which is new for me.","11","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews?start=200"
"1530537196-1265","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews","civil and pilling foreman  knowledge  pilling foreman jobs in dutch foundation  three years and civil foreman in oman and also dubai .","9","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews?start=160"
"1530537198-1278","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews","Excelent place to work with good future growth.It is a master in building Automobile plant. mechanical engineers are looking after maintenance of plant & machinery.","13","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews?start=240"
"1530537206-1319","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews","Good work culture, Employee Friendly, Supportive staff, Job security is more, Expert team to work with, Excellent environment for continual growth. Overall good company.","10","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews?start=180"
"1530537203-1317","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews","I am Assistant Engineer in Tender Department. I had to prepare tenders for submission and also e-tenders submission at e-portal. Rate analysis of typical object. sometimes we have to work late night to submit the tender on time. Some time we enjoy leisure.","11","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews?start=200"
"1530537201-1289","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews","Unforgettable in single word. The Senior staffs are very poor in sense of engineering.","12","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews?start=220"
"1530537191-1224","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews","It was first time I was learning how to be a civil engineer as an intern and it was a great experience for me. I learnt a great deal about how an actual construction site functions.","",""
"1530537206-1335","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews","it is the best place to learning the field & office management and construction details .i working that period learn about footing &column concrete and steel details, how to check the quality of concrete,how to check shuttering details ,how to managed the working labour and co-workers and then how to write the daily progress report ,bar pending schedule.how to follow and do the given target at the date of time period.
                                The hardest part of job is time management for  junior employees & workers is not good at the  working period .
                                 the most enjoyable part of job is achieved the target & progress at certain time period.","10","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews?start=180"
"1530537211-1360","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews","	Creation of Sub - contractor billing in MS Excel (Departmental, Item Rate, & Hiring Bills) & processing the same in ERP Program in Execution Module.
	Work Order Creation (Local Work Order & ERP Work Order)
	Coordination with the Sub –Contractors.
	Creation of P&L Report in ERP.
	Project presentation reports in Ms Power Point.
	Assisting the Project head in miscellaneous assignments. 
	Creation and Maintenance of MIS & DPR Reports.
	Creation of Liability Reports of subcontractors.
	Managing day to day activity and necessary documentations.
	Implemented automation initiatives to bring more efficiency and controls
	Submitting daily/weekly/monthly report to the management. 
	Comparison of budget vs actuals
	Pre-Month & Post Month End close 
	Coordination with internal auditors and external auditors.","7","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews?start=120"
"1530537223-1455","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews","All finishing work  block work ,plaster work, flooring work, water froofing  work, panning work, painting wok,  aluminium window work, my under supervising work & heardworking","2","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews?start=20"
"1530537191-1229","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews","Relaxed work environment a typical Indian mnc fair chance of international assignments.
Good company for last few years of employment.  Poor inter company chances.","",""
"1530537211-1372","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews","Great place to start your career with but compensation needs to be looked at. Management is very supportive and caring.","7","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews?start=120"
"1530537208-1349","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews","Working with Shapoorji Pallonji & Co. Ltd is always fun. All the co-workers are very careful and helping in nature. Learnt a lot about the steel industry. Practical experience in EPC world would not be possible with out SPCL. Management is very sensitive towards junior employee and very caring.","8","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews?start=140"
"1530537201-1298","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews","Internal environment is very good, management is very helpful","12","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews?start=220"
"1530537223-1443","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews","It is obviously life changing event when you step from student life to professional life. It is an unexpected journey so far. I got to learn a lot not only on technical fronts but also life lessons. I made new friends and increased my social circle. Most important learning was how to manage your personal and professional life side by side. The things may not always go our way but keep on working hard and the results will go our way someday. Hardest part of job is managing the resources to complete the work within stipulated time with high safety and quality. Most enjoyable part of the job is the satisfaction you get after completing your targets.","2","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews?start=20"
"1530537211-1374","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews","1.Doing 36 hours work.
2.I learned lot-of from this company.
3.Good.
4.Every body sincere in their works.
5.Handling 3 buildings at same time.
6. Achieving BEST SAFETY PERSON award from management.","7","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews?start=120"
"1530537196-1256","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews","post tensioning work
shuttering work
reinforcement
client approval have to get
post tensioning work","9","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews?start=160"
"1530537221-1431","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews","I shall not recommend for MEP in northern region. huge back lock of the pending projects and no proper guideline from the management to complete the same.","3","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews?start=40"
"1530537193-1244","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews","I liked the top Management. Very structured approach. Hardest part is the Dining Hall , too small , hit the heads. Co-workers are quite professional and helpful. Most enjoyable part of the job is the kind of projects they are working on.","5","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews?start=80"
"1530537201-1297","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews","SPCL is very good and production orientd company who plays a major role in the infrastructure development sector all over the world, especially in India.
The middle management of the company need to be strenthened to improve the discipline and quality to a much higher level.","12","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews?start=220"
"1530537196-1259","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews","Most Of the organisation need the work progress as per clients need with good profit for company nothing else and that should be.","9","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews?start=160"
"1530537223-1452","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews","Shapoorji Pallonji Group is one of the oldest business groups in the Engineering and Construction Business operating out of India. Its core values of integrity coupled with excellence has earned trust with its both internal as well as external customers. It is a fantastic place to learn about the business practices esp. relevant to the old economy. Further, with the changing global business scenarios, the firm is looking to develop a  focus on technology and innovation in this VUCA world.

The job elements are challenging and required deep understanding of the business opportunities. The company offers good training opportunities to its star employees.","2","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews?start=20"
"1530537213-1396","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews","Being a trainee, you have to follow a structured module and learn about all the aspects of the construction business.
Work hours are not defined, might need to work on Sundays also.
Work get tiring if its not your cup of tea.","6","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews?start=100"
"1530537217-1404","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews","That was very nice project  to work in SPCL as Deputy construction manager. I was allocated to work with my team- 2 floors below Ground level ( basement  floor) which is near to river bed and that was challenged , but  we succeeded on this project.","4","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews?start=60"
"1530537208-1343","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews","Handled all aspects of Design & Build Project posted at Project site full time.","8","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews?start=140"
"1530537191-1216","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews","good work culture, good life balances , good supportive from top management To leaner to implement .To improve personal skill and innovative ideas.  overall excellent company","",""
"1530537208-1346","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews","I was worked with spcl from last 4 years, company overall is very very   good in all activites.","8","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews?start=140"
"1530537206-1327","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews","Shapoorji Pallonji is basically dealing with construction activities but also taking EPC projects in various power plants.I learnt lot of things like structural and piping fabrication,welding inspection,NDT processes used in fabrication work,quality control of welding works.","10","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews?start=180"
"1530537201-1290","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews","Liaisoning with Government Agencies and other nodal agencies
Liaison with Tehsil for getting Land Records, Approvals and Documents.
Coordination / Liaisoning with local land owners, Village Authorities for NOC
Local violation issues with private land owners and villagers
Liasoning with Revenue Officer Such As collector, Tahasildar, SDO, RNT, Circle, Talati, registrar etc. for several works
Liaison with dominating people of villages
Resolving compensation issues of villagers, trouble shooting
Collection of Grampanchayt NOC. & other Government NOC""s
Dealing with Circle & SDO for RTS matters of company raised by farmers
Negotiation with the Land Owners","12","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews?start=220"
"1530537213-1398","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews","Best Knowledge Gaining Organisation, Its very good Organisation 
Good Engineer and Management Organisation.

I have the sufficient knowledge of planning and billing of the projects.","6","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews?start=100"
"1530537196-1274","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews","Have vast professional  26 years experience in Civil engineering construction field such   as construction of multi storied residential & industrial building, villas & bungalows, steel & power plant, refinery /petroleum projects too. I have operated with diversified domain projects in Civil Engineering ranging from medium to large scale industries which gave me an in depth understanding for handling various domain areas in Civil Engineering. I have handled various critical and challenging projects in INDIA & DUBAI  and ensured that the projects gets implemented as per specification in stipulated time with safety & quality. Having equipped and expertise with various latest engineering tools and techniques, cost evaluation techniques and tools which I applied in my professional career to produce cost-effective solutions for the organization I worked with. I can handle high pressure environments with ease and open mind and also a good team player. I have efficient communication skill to present my points precisely to listeners.     All the above projects completed with reputed organization such as Shapoorji Pallonji &Co Ltd., Dodsal Engineering & Construction Pte. Ltd.(Dubai), Dodsal  Ltd.(India) , Larsen & Toubro Ltd. , Unitech Ltd. , Orissa Construction Corporation Ltd. and Birla Technical Services Ltd.","9","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews?start=160"
"1530537191-1220","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews","Shapoorji is a good place to work for provided a full fledged construction team is associated. Good Learning opportunity is provided for freshers to the industry. Also the seniors at the Regional office care a lot for the engineers,","",""
"1530537206-1336","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews","I used to work for 8 hours a day. Attained so much of knowledge in the field of designing, surveying and construction. Management considered me and gave good responses. My co-workers provided additional information regarding the project. The hardest part is completing the project in time and we are used to do it. The main enjoyable part is learning new things, making fun with co-workers.","10","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews?start=180"
"1530537193-1249","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews","Managmenet don;t have strategy to review their employees view. Simply accept Regional Head Views.  There is no system oriented till date. very poor job security in this company. Top Management is very weak.","5","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews?start=80"
"1530537201-1279","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews","Good work culture, Employee Friendly, Supportive staff, Job security is more, Expert team to work with, Excellent environment for continual growth. Overall good company.","12","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews?start=220"
"1530537223-1442","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews","its a tough and challenging job ,learned a lot,management is also good,workplace culture is good,everyday was a new challenge to work on site.was working with my friends around so it was enjoyable.","2","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews?start=20"
"1530537193-1240","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews","The company is best fitted for all kind of posts. There are lots of pressure for sure but people are helpful. There are lot of things to learn in this organization. Most of the seniors are helpful specially in Mumbai.","5","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews?start=80"
"1530537208-1352","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews","	Technically accomplished professional with over 19+ years’ rich experience in India and Abroad Project Planning & Control, Site & Construction Management, Quality, Coordination and Team Management with well known organizations.
	Interface with clients to define project requirements. Establish project work plan and deadlines.
	In-depth knowledge and hands on experience in supervising structural and finishing works.
	Documented track record of success in spearheading challenging and complex projects and executing them to hand-over stage, within the stipulated time frame.
	Good communication skills facilitating effective liaison with various departments, sub-contractors, designers, vendors, and clients so as to complete a project in stipulated timeframe.
	Working closely with other functional areas of the organization, project contractors, internal team members, external collaborators and suppliers. Meeting with department representatives, architects, engineers and consultants to establish project requirements, specifications and schedules. 
	Recognized for attention to detail, adherence to standards with exceptional skills in managing teams.
	A confident persuasive team maker able to communicate effectively across diverse cultures to achieve exceptional business performance","8","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews?start=140"
"1530537221-1430","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews","Very big organisation. Job security is the most convincing point one can have to stay long in the organisation. Hard work does not count much here. You just need to be politically correct everytime.","3","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews?start=40"
"1530537213-1379","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews","Good work culture, Employee Friendly, Supportive staff, Job security is more, Expert team to work with, Excellent environment for continual growth. Overall good company.","6","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews?start=100"
"1530537193-1239","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews","Here the priority is given to freedom of managing your work under self designed work plan with in the accepted framework and deadlines. 
Interpersonal relations are appreciated with in the organisation and  skill enhancement training is a annual routine for employees.","5","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews?start=80"
"1530537193-1241","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews","Monitoring and Resourcing Labours for  whole Bangalore projects includes night surprise visits to Projects which are in Slab concreting.","5","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews?start=80"
"1530537211-1377","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews","good company. But not giving the proper payment.
The planning is not intelligent.
The time for the completion of work is too long because of the planning mistake and unavailability of meterial","7","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews?start=120"
"1530537191-1226","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews","Contract job, not secure job, account department doesn't have separate cabin for work..

Other employees always disturb account department, some employees talking on phone loudly and some on zoom meetings","",""
"1530537196-1267","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews","the hardest part of the job.no good working culture.no fully support by management.","9","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews?start=160"
"1530537196-1273","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews","A decent company to work with for meeting the long term objectives with a good work life balance and a reletively modest culture.","9","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews?start=160"
"1530537223-1446","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews","Working with shapporji is very good as an middle level manager, we always got the supports from our team mates to proceed further in any kind of bottlnecks.","2","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews?start=20"
"1530537223-1449","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews","Good Management

Timely salary

Good balance of work & life

Enjoyed working with Team

Good Job culture

Best Job Security & advancement

Good Salary & Perks","2","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews?start=20"
"1530537191-1218","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews","Good Work-Life Balance. Salary On time. Management is Little bit indifferent. Lack of Corporate system. Design Section need to improve.Overall a good company to work with.","",""
"1530537223-1451","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews","man management and welfare of employees  still to be improved...

system, procedure adoption to be improved....

HR system need acute improvement.....

Seniority to be respected","2","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews?start=20"
"1530537217-1412","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews","A 150 years old organisation has earned respect within India and abroad. One of the first Indian construction Company to work in overseas market. One of the largest organisation in India.","4","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews?start=60"
"1530537191-1217","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews","•	Lead the development of an overall project plan with timelines, resources and critical mile stones and also Responsible for budget development and cost control.
•	Drive continuous improvement, innovation across the project operations. Risk analysis & mitigation","",""
"1530537196-1262","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews","Shapoorji Pallonji & Co. Ltd is very good company for employees and Job Culture","9","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews?start=160"
"1530537201-1292","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews","its a very good construction company.it is around 165 years old company.i have enjoyed working here.","12","https://www.indeed.co.in/cmp/Shapoorji-Pallonji/reviews?start=220"
