web-scraper-order,web-scraper-start-url,Reviews,Pagination,Pagination-href
"1530277937-160","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL","working with medicare part d member refilling their medications and assisting with any billing issue and trying to their medication approve by getting prior authorization from dr.office","25","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL&start=480"
"1530277939-192","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL","was not a fit for me, treated people poorly. Management was horrible.
and unfair at Express , from my understanding it has gotten much better now since the Lay offs","29","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL&start=560"
"1530277907-120","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL","This isn't a bad company to work for except that the wage is moderate to low for the Call Center industry and low for the medical billing industry. Being that it is a union shop advancement is not based on skill. Instead it is based solely on tenure, which sees unqualified people leading teams while agents that have the skills to do the job are passed over and then expected to train their supervisors. Once I gave my 2 weeks notice to move to another company Express Scripts fabricated a reason to terminate me so they could cut off my insurance forcing me to delay a scheduled surgery. This is a decent transition job but I would not consider it for a career.","17","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL&start=320"
"1530277892-44","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL","Job culture has its pro's & cons like any other employer. This job culture is elementary oriented. Either you have to be a teachers pet to get ahead, or a target. Management & Leadership has its top picks on who can advance and who won't. Management plots on coworkers based upon other coworkers who dislike you.","",""
"1530277937-161","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL","The management team does not communicate with employees. Everything is a secret until someone gets wind of it and an employee ask thats when you are told.","25","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL&start=480"
"1530277892-42","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL","Days start busy and stay that way.
It's very challenging and you do learn to maintain yourself in a high stress environment.
The hardest part of the job is keeping up with all that is required.
Days go quickly and you're never bored due to the intensity of the work load.","",""
"1530277902-103","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL","I am a legacy Medco employee who helped transition accounts once Medco was purchased by Express Scripts Inc. I left due to severance. The culture did change and I'm told pay somewhat decreased; but many changes have been made to grow and improve Express Scripts Inc. I think the market is seeing the benefits of that  now.","13","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL&start=240"
"1530277937-162","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL","Not there for their employees. More about business and customer needs than employees. Known for the call center being “high school” oriented. Not safe.","25","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL&start=480"
"1530278009-199","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL","Express Scripts Inc, ESI is the largest Pharmacy Benefit Manager (PBM) in United States and you will be exposed to a lot of technologies and methods on a daily basis.","33","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL&start=640"
"1530277934-147","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL","The management at esi is horrible they don't care about their employees and supervisors get away with so much. It's like being in jail there no freedom. It's very stressful working there","21","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL&start=400"
"1530277937-174","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL","I have worked at Express Scripts/Medco for the last 15 years. I enjoy working with patients and being a team player. After learning many new positions at my job I would also like to reach out and do more for myself and others.","25","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL&start=480"
"1530277934-139","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL","The manager did not communicate expectations, not clearly explain the job duties.  I was not sure what was expected of me, nor when it was due.  One to one meetings were regularly cancelled.","21","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL&start=400"
"1530278009-214","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL","The only person that was on my side was my floor management. Everyone else is out to get you: Co-workers have to push you down to get ahead, Pharmacists are NOT allowed to help you and have to report you or they get in trouble with you, Upper management only sees you as a number making them money. You can only advance if you ruin the people around you or hope you become a favorite.","33","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL&start=640"
"1530277902-94","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL","Express Scripts Inc, ESI is the largest Pharmacy Benefit Manager (PBM) in United States and you will be exposed to a lot of technologies and methods on a daily basis.","13","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL&start=240"
"1530277892-34","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL","Terrible place to work 
Management is degrading to employees 
No room for advancement 
Little to no pay increase 
Treated unfairly 
Worst place to work on the plant","",""
"1530277895-70","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL","Given the opportunity, I would love to work for Express Scripts again.  The pay was awesome, I enjoyed my position in resolving escalated issues for members with excellent service,","5","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL&start=80"
"1530277892-50","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL","It was fun working. Directions and procedures to perform work was performed and I really enjoyed being there. Job benefits were really good. However, this company got sold afterwards.","",""
"1530277907-118","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL","Worked there for 10 years and over the years it has changed I believe the company’s management could be a whole lot better if they replace the management staff.","17","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL&start=320"
"1530278009-201","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL","Overall a good company. I enjoyed making the lives of our customers a little easier. The knowledge you come away with helps if health care is a field your interested in.","33","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL&start=640"
"1530277900-77","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL","Express Scripts is a great job to have if a call center environment is for you. I feel longer training is much needed so that a person is able to feel better prepared for a particular job.","9","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL&start=160"
"1530277902-109","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL","expected to be fast pace, strict rules due to the privacy of our patients. Healthcare Plan knowledge. I enjoyed however the perks of working for this company and the cost was especially decent.","13","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL&start=240"
"1530277892-49","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL","It was okay to work there. No space for professional growth. There was tons of work and I did not feel that all the work I put in plus the time was valued.","",""
"1530277895-65","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL","Great place to work. I worked from home for 7 years, it was fabulous opportunity. The provided training necessary to get the job done. Managers were available if their assistance was needed. Great people to work with. Developed friends in other states.","5","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL&start=80"
"1530277934-142","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL","After a while, when problems would be found, daily/weekly meetings discussing the same problem from months ago would occur.  Clients were rude and accusatory. We did our best to make them happy, but all of the blame would fall on us, even when the client approved the very thing they were upset about.  Lots of long, stressful hours.  I really would not recommend working here.","21","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL&start=400"
"1530277907-124","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL","Express Scripts is a very challenging environment and allows people to develop under a very difficult and strict work environment.

As a pharmacy, it is good that Express Scripts keeps good controls on performance.  Getting prescriptions right the first time is very serious business.  Therefore, giving opportunities to people is an even more impressive component to the company.

I would recommend early career people to work there for career development.","17","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL&start=320"
"1530277937-176","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL","Manged 3 different areas in my value stream in the daily duties of getting out the medication to out patients. My duties are to get all areas staffed.","25","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL&start=480"
"1530277939-194","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL","Express scripts is a great company, with good hrs & good pay, & Its always room for advancement in the company, you can also learn about other departments","29","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL&start=560"
"1530277939-186","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL","we were able to set our own hours and work from home.  Constant call center rep.  Must have good internet connection to maintain your work schedule.  Enjoyed working from home.","29","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL&start=560"
"1530277937-175","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL","Stressful- Not sure of company stability.   Everyone appears to be nervous and not sure if they will have employment next year. Very talented workforce.  This is unfair o great people","25","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL&start=480"
"1530278009-212","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL","Each supervisor had different standards for the team so if you get with the right supervisor you will succeed. Good pay, nice co-workers, easy to get time off approved with little advanced notice.","33","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL&start=640"
"1530277907-135","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL","This is a stepping stone type of job not for long term. It is great for getting some work experience to put on your resume. You will be on the phones taking care of customers with refills and advising of pricing along with what is covered under their prescription coverage plan.","17","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL&start=320"
"1530278009-207","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL","not recognizing my value and allowing my next phase of growth to happen. i feel i am too embedded in my current area to move to horizontally to other teams and grow vertically there.","33","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL&start=640"
"1530277937-166","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL","Company goal and process changes more often. Currently company is investing in the technology improvement aspects and it is good. Work culture aspect it is good.","25","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL&start=480"
"1530277939-198","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL","I would take any day to be able to return to ESI. I have had the pleasure to help so many people, as well as, learn from. When your are disabled and have the opportunity to help someone else their minds about their medications, PA, etc.. Even though ESI PCA's are middle men and woman, We help those to understand their health benefits and what they can gain from them. I loved my place of work and plan to return. If they hire me back..Thanks ESI for everything..","29","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL&start=560"
"1530277902-114","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL","I am grateful for the knowledge and experiences I obtained from Express Scripts Inc. (ESI).  There is room for advancement.  I made wonderful friends during my time there.  If you come to work and you are serious about learning, you will have a great experience.","13","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL&start=240"
"1530277902-110","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL","It was ideal for me Working from home. The pay was not helping with the cost of living.  I personally loved the job the pay wasn't working for me. I couldn't meet end meets with the pay even with overtime they offered. I don't think they realize the cost of living is rising.","13","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL&start=240"
"1530277907-116","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL","fast paced work with good people offered overtime with great benefits but the policy would change without proper notification. They also didn't care of the situation of what u had going on they just wanted number","17","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL&start=320"
"1530278009-204","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL","The people that worked for the company were great but the corporate and some of the local management was not. We were treated like numbers not people. We had to punch in at a time clock very degrading for a health care professional.  We were subjected to ridiculous production quotas based on the poor quality imaging and computer system. We are dealing with human lives not car parts. A pharmacist was fired for not meeting the quota of 144 prescriptions verified per hour in the physician provider order entry system. This was a unethical act and unobtainable act to have a quota system for prescriptions verified per hour.","33","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL&start=640"
"1530277900-90","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL","Fast paced company where you can learn a lot if in the right department. The hours tend to be off hours, overnights. Managers are in contact with their  employees and available.","9","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL&start=160"
"1530277937-164","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL","Benefits and hours are great, but if you think the company or the managers car about the employees, forget it.  Prepare to be isolated, cover the behinds of shift leads, be just another face, and be micromanaged.  The company doesn't give feedback about performance unless it is negative.  The manager doesn't learn names of team members or care about individuals.  They also do not give proper safety equipment.  You will have pain from repetitive motion injuries but be discouraged from getting medical treatment or reporting it to safety.","25","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL&start=480"
"1530277937-169","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL","Come to work. Do your work. Job secured! They are so laid back and chill that as long as you come to work and do your work you will basically keep your job. and the benefits are a plus!","25","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL&start=480"
"1530277895-61","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL","It is an alright job for the area/what you do. The benefits are nice, especially since I had never worked a job with benefits before. The only reason why I'm leaving is because I have a degree and want to make more money.","5","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL&start=80"
"1530277902-111","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL","It is a good place to work.
The primary focus on making prescription medications safer and more affordable for patients.
the culture is one of inclusion","13","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL&start=240"
"1530277895-58","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL","I know with any job there's going to be good days and bad days, but it's been mostly bad days. It's not the management that make it bad, they're kind, courteous, and they're genuinely helpful. It's interacting with the patients that make it difficult, which is the norm with any customer service job, but they seem more horrible than any other job. Occasionally you'll get a few that make the job worthwhile. The system that's also used is very frustrating in the fact that it's outdated.","5","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL&start=80"
"1530277907-123","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL","Provided good training and supervisors were helpful. Typically, each worker had a designated list of orders that needed to be completed. Completion included not only fulfilling the order, but also verifying prescriptions and insurance.","17","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL&start=320"
"1530277895-66","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL","It's a moot point now, seeing as it was a Corporate decision to close our site, but I'm hopeful that Express Scripts will be bought out by a better-run Pharmacy Benefits Manager at some point. I enjoyed the people that I worked with at the Pueblo, CO location very much, but I was made aware pretty quickly that upper management didn't care about the average Patient Care Advocate.","5","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL&start=80"
"1530277895-72","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL","Many promises, none kept for work from home. Worked over an hour to pay tolls. Highly stressful - phone job where you felt micromanaged and constantly on guard. I use language that reflects the person to whom I am speaking and was ""pointed"" for ""okey dokey."" Bad environment.","5","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL&start=80"
"1530277900-78","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL","From my experience, ESI is full of opportunities of growth but the company is so large and monolithic that unless you are put into a position to work with a team doing conquering great challenges and open to change you will have to pay your ""dues"" and have to go through learning the inefficient ways the team does things as opposed to being able to bring a new viewpoint.","9","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL&start=160"
"1530277939-178","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL","Express Scripts Inc, ESI is the largest Pharmacy Benefit Manager (PBM) in United States and you will be exposed to a lot of technologies and methods on a daily basis.","29","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL&start=560"
"1530277895-67","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL","The management, believe it or not is not the problem. They are for the most part kind, courteous and will work with you in order to make sure that things are being met. It is the patients that are the problem and working with other departments. The patients feel entitled, are many times downright ungrateful and try and treat you as if they are beneath them. The system that is used there is horrible, along with many other deficiencies (I.E receiving constant calls about members being unlocked out of their online profiles) and many times employees from other departments are lazy and do not want to do any work . The one problem with management, no cell phones are allowed on the floor, HOWEVER they are on their phones.","5","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL&start=80"
"1530277892-41","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL","As with any Fortune 500 company, this one was not without it's ups and downs.  Change of ownership made things a bit shaky in the latter part of my employment, but there are plenty of good people there to work with and a genuine culture that make things much better.","",""
"1530277902-105","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL","The job itself can be very fulfilling, but unfortunately the pay was is so low that it loses its appeal pretty quickly. Also they give very little incentive to go above and beyond for customers. Which leaves lack luster performance with some of the employees.","13","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL&start=240"
"1530277934-155","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL","overall this is a friendly environment and great place to work for.  They encourage employee success and offer great benefits.  People are really friendly and easy to get along with.","21","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL&start=400"
"1530277900-89","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL","The day was always busy and learning new things. The system enhancements were always needing to be tested and audited. The team was well rounded and close nit.","9","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL&start=160"
"1530277900-83","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL","Fine to work there. Compensation is low but working environment is Ok. Workload is not very hard. 
Managers are willing to help. Working on your own pace.","9","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL&start=160"
"1530277939-183","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL","Balancing , fast paced and friendly atmosphere. Put forth hard work and will be notice for the possibility of advancement. Management listen and provides feedback with concerns. The company promotes education advancement.","29","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL&start=560"
"1530277934-151","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL","Anyone there is very nice when you are first starting and everyone is interested in making sure that you're able to complete your job successfully so yes I would recommend this job to anyone that starting out and also anyone that's looking for a good place to work","21","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL&start=400"
"1530277934-140","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL","great place to work and very informational Ensure that each package receives the correct paperwork, meds, shipping labels, and addresses to our customers with 100% accuracy.
Data base analyzing to identify the correct quantity & productivity of medications
Safely ensured all 3 hazardous materials were bulked correctly.
Completing 6 orders in an hour","21","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL&start=400"
"1530277900-84","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL","calling the dr office for clarifications or new rx's 
entering new prescriptions, calling patients for additional information
lax about dress code, not as professional as it should be","9","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL&start=160"
"1530277892-51","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL","My position at my facility was treated very differently from the same position at other facilities, but the pay did not reflect this. Upper Management was in shambles, and was not very skilled at executing appropriate actions to properly manage facility. This is possibly due to secret knowledge that the facility was being shut down, leading to apathy about engaging and caring for employees. Questionable hiring decisions, and gutting of quality staff positions.

The best part of this job, was the staff-level employees. There were many great people who worked very hard and were genuinely fun to work with.","",""
"1530277907-121","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL","Express Scripts is a job that you are looking to do and not take as a serious career advancement. The call center was very dramatic and their management is very immature.","17","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL&start=320"
"1530278009-203","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL","assisted with in bound customer service with major corporation benefit and medical prescription policies and procedures. Conversed with many doctors offices and human resource specialist about benefits from Ford Motor Company, Chrysler Motor Company, General Electric, Ingersol Rand.","33","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL&start=640"
"1530277902-104","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL","Fast paced, not much downtime, if you do your job, everything will be fine. Two 15 minute breaks and 30 minute lunch for call center reps. Calls are monitored, feedback was consistent across all supervisors that I had.","13","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL&start=240"
"1530277895-60","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL","I enjoyed working there but wanted to utilize more of the education I received at school for pharmacy technican work. Call center work and not hands on pharmacy work.","5","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL&start=80"
"1530277937-157","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL","Express Scripts Inc, ESI is the largest Pharmacy Benefit Manager (PBM) in United States and you will be exposed to a lot of technologies and methods on a daily basis.","25","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL&start=480"
"1530277937-171","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL","Young, inexperienced management or old ones that ignore and look the other way
Misleading
No administrative support
No OT - (50-60 is required to do the job)
No communication
Treated like a contractor/temp person","25","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL&start=480"
"1530277895-57","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL","The benefits and plenty of overtime it has plenty of job openings for advancement if that's what you desire. Some of the management is nice but some are awful.","5","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL&start=80"
"1530277895-71","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL","NOT a good company to work for. Changes happen all the time with little to NO notice. New clients come on all the time with new rules offering you lots of opportunities to mess things and getting in trouble. Managers are secretive and not open to discussing future changes until its instituted. A very unstable work environment that does not allow employees to get good at their jobs before changes take place.","5","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL&start=80"
"1530278009-216","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL","my review of express scripts.  Express scripts was very overwhelming but i loved the people there. call volume was always very high but mangment did work with me on my flexablitiy","33","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL&start=640"
"1530277892-45","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL","Work was not difficult. Never felt supported by the company. As you may know, Express Script purchased the company I worked for. For all the years before Express Script I felt part of a good company. Not so with Express Script.","",""
"1530277939-179","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL","I had a good time working here the employees where nice and fun to be around. love the fact that you got to work alone and at a fast pace. It also gives you the opportunity to grow in the company.","29","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL&start=560"
"1530277895-64","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL","my most enjoyable part  of my job was the people that i worked with.
We built a great relationship with each other, we were a family. We did alot of things outside of work with each other.","5","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL&start=80"
"1530277900-91","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL","A lot of stress and demands for the wrong amount of pay. The amount it costs to survive does not out way the amount of pay received. 

It has a lot of work before meeting the standards of what is a competent employer.","9","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL&start=160"
"1530277939-189","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL","stand in one spot for 10+ hours feet hurt you couldn't lean on anything cause you are packaging prescription medication security always watching every move feet hurt badly","29","https://www.indeed.co.in/cmp/Express-Scripts/reviews?fcountry=ALL&start=560"
