web-scraper-order,web-scraper-start-url,Reviews,Pagination,Pagination-href
"1530253773-819","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL","I liked working at Equifax the management was very receptive and knowledgeable.","18","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL&start=340"
"1530253745-677","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL","i enjoy my day to day duties it was moe of data entry and customer service and setting a goal for the day and month it was in outbound call center i enjoy","9","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL&start=160"
"1530254131-980","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL","Came into work everyday and had my own desk to make calls verifying employment on behalf of Wells Fargo. The work was very easy to complete but could be stressful at times. Learned skills on the computer and how to upload documentations. Management was very nice and kind, but wasn't always there for help on the floor. Company had lots of pot lucks and events for employees to interact with.","6","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL&start=100"
"1530253912-877","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL","Equifax's total priority is there definition of lean which overburdens the employees to do numerous jobs without a clear emphasis to the overall goal.","14","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL&start=260"
"1530253745-684","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL","The Job is enjoyable and interesting. However; the environment is not a great one. Management is rude! They talk to employees as if they are children. If you wanna job where you feel like you don't matter....this would be the place.","9","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL&start=160"
"1530253942-885","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL","Take inbound calls for verification's of employment and income. Also help with PIN resets and getting logged into our website.","12","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL&start=220"
"1530253745-690","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL","Loved working there , co workers were very nice and the office was drama free which is a great plus ! We Handle employment verification so it was pretty easy for the lost part","9","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL&start=160"
"1530253766-797","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL","C est très gros très impersonnel après toi y en d autre et de plus t es un numéro et je n accepte pas de me faire jurer après","19","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL&start=360"
"1530253755-739","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL","Gained valuable insurance training from the company ; president gave all employees shared stock.","21","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL&start=400"
"1530253755-735","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL","a typical day would include being scheduled for anywhere between 8 and 10 hrs of work and everyone being sent home sometimes in as little as 2hrs .management was okay very helpful with the work load ,but not very understanding about scheduling complaints the most enjoyable part of the job was the $10.00 a hr pay rate starting out and potential to make up to $16.00 hr in as little as 30 days","21","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL&start=400"
"1530253971-904","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL","Ce fut une belle expérience  de travailler chez equifax belle ambiance de travail","11","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL&start=200"
"1530253942-889","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL","Many remote offices and business units. HQ in Atlanta and second location for centralized operations is St. Louis. Very progressive management with high expectations and accountability.","12","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL&start=220"
"1530254167-996","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL","If you are coming to Equifax to work in Analytics or Production, this is your place. If however you are coming here for administrative work, please safe yourself some heartache. I have learned much working here, including you cannot always trust HR and you should always watch your back. I also learned that while the office workers are the backbone of life here we are not valued, at all. In fact we are the first to have to justify our existence here.","4","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL&start=60"
"1530253755-746","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL","Recevoir des appels verifier si la fiche correspont bien a le client .
Donner les procedures pour la mettre a jour","21","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL&start=400"
"1530253766-785","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL","I worked for sonic for 8 years I started out in the Altoona, Iowa store. I loved it loved everyone I worked with. The pay wasn't good but it was also fast food, they did offer benefits. sonic is pretty good about giving u the days u need off when requested. But it wasn't a set schedule which is what I need now that I have children.","19","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL&start=360"
"1530253942-883","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL","assisted consumers with disputes to help correct credit reports, worked with creditors to help clear up debt collections, answered phones, data entry, ten key,","12","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL&start=220"
"1530254092-968","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL","Great team atmosphere, work with some of the best in the industry. Very exciting opportunity to be on the ground floor and create something great. Valuable contributors are rewarded.","7","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL&start=120"
"1530253745-686","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL","You need to be friend with manger in order to move up. . At equifax it is not what you can bring on the table but what type of friend you are and able to do extra activities after work .","9","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL&start=160"
"1530254202-1030","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL","I learned how to audit forms, to transcribe verifications. The work place was a comfortable place. I worked the 7-4 shift and had 1 hour lunches, which was really nice.","3","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL&start=40"
"1530254167-1004","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL","Culture is one of ""do as I say, not as I do"".  Found it very hypocritical.  Poor treatment of customers.  Makes one's job all the harder to do let alone enjoy.  Overly ""cross matrix"", too many leaders all moving in their own direction.","4","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL&start=60"
"1530254245-1035","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL","Security breach has changed a lot of priorities and not all are defined yet.  Future litigation could create additional growth challenges.
The people at EFX are great - committed and helpful.","2","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL&start=20"
"1530253870-848","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL","Worked for just 1 month
But in all thing the management was great","15","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL&start=280"
"1530253749-710","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL","I enjoyed my time and i owe them to obtaining alot of my new experience but there isn't much room to advance in the long term of things.","13","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL&start=240"
"1530253942-881","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL","Surveillance and field investigations for insurance companies.  I did field investigations involving: workers compensation, death claims, disability, law suits and product liability.","12","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL&start=220"
"1530253942-879","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL","This Is a Great Well Mannered Organization, I'd Love Love Working For The Company At Any Giving Time Always Welcoming And Always Room To Move Up The Ladder","12","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL&start=220"
"1530253763-777","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL","Handled incoming calls on a person-to-person basis from insurance agents in the Mid-south. Scheduled their clients for insurance physical exams. Proof-read finished exams to make sure the met specific requirements. Entered information into computer data base, then mailed exams to proper insurance company. My manager was very helpful in teaching me what to look for and where to look for the specs., The hardest part of my job was trying to get a proper time for the client physical exams, before their time ran out. The customer service was the best part.","20","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL&start=380"
"1530253749-704","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL","There is nothing positive to say about Equifax. The only positive is meeting a few genuine people. There is no job growth unless you know upper management. You get treated like you aren't human and you are a lesser person than everyone else.","13","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL&start=240"
"1530253763-770","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL","elavoración de campañas de cobrabranza buena no aprendi mucho pero mis colegas simpaticos","20","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL&start=380"
"1530254245-1041","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL","The management is very helpful to get you through tough situations when you are under pressure. Workplace environment is friendly. You can also work you way up to different roles in the company. Overall, its suitable company to work.","2","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL&start=20"
"1530253813-831","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL","Very demanding work environment, but great learning opportunities and great leaders to work with and learn from.","16","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL&start=300"
"1530254012-922","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL","Equifax always provided firsthand training or instruction to new employees when needed to teach us how to obtain proficient knowledge in preparing to resolve all unexpected complaints along the way.","10","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL&start=180"
"1530253766-794","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL","Confusing work environment. Known for passing clients through a number of departments without addressing the client's question. Not a good company.","19","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL&start=360"
"1530253763-781","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL","Very Little room for growth. Been with the company for 4 years.","20","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL&start=380"
"1530253759-763","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL","Equifax was a great start for me . I am a people person and i had the opportunity to serve many customer around the country.The internal customer were great to serve and work with.","22","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL&start=420"
"1530253773-808","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL","*mostly spend my day on a computer
*checked emails and answered incoming emails 
*most enjoyable part of the job is the independence that I was granted. 
*Management is strict when they need to be; but very understanding bosses 
*there were no real hard parts; I was properly trained my for job.","18","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL&start=340"
"1530253813-827","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL","Nice co-workers and management tries to make work fun, however my job was very repetitive.","16","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL&start=300"
"1530253749-693","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL","With Equifax I would make outbound calls to employers and HR departments to verify past or present employments for home mortgages","13","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL&start=240"
"1530253971-900","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL","Equifax is a fine opportunity for growth. Co-workers are kind and knowledgeable and management is open and fair. Enjoyed working there and learn quite a bit.","11","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL&start=200"
"1530254050-946","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL","I enjoyed working at Equifax as an intern because it offered a learning experience I did not expect to have early on in my life. I advanced more in those 4 weeks than possibly ever. But the work environment was very classic, cubicle. So if you like that, Equifax has great people to work with.","8","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL&start=140"
"1530253942-891","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL","Equifax is very good company to work for. Lots of great work being done. Management is very dynamic and result oriented.","12","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL&start=220"
"1530253870-859","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL","Roles and responsibilities:
•	Generate Equifax revenues through the strategic alliances partner track. 
•	Manage and grow partner relationships with consultants and specialised software firms in the analytics / risk / fraud / identity management and campaign mgmt. markets.
•	Collaborate with partners to develop new joint/go-to-market solutions and propositions.
•	Establish an alliance framework and governance structure for the alliance portfolio.","15","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL&start=280"
"1530253971-907","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL","All the team leads care about is the production of work and not the worker's.The team leads notice one or two mistakes but does not recognize all the hard work you put in.","11","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL&start=200"
"1530253773-815","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL","Good place to work, good benefits and opportunities but closed our office consolidating operations and I didn't want to move.","18","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL&start=340"
"1530253739-646","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL","Empresa Multinacional con un gran compromiso con los empleados","",""
"1530253971-909","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL","This job was very strict with there time. Such as lunch break, 10 minute breaks and clocking in and out times. If you were 1 second late then u were late from lunch or any other break.","11","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL&start=200"
"1530254050-954","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL","Not a glamourous job just answered calls for lost and stolen credit cards. But it was a great place to gain call center experience. Actually went back there when I needed some extra cash part time.","8","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL&start=140"
"1530253742-655","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL","I was able to gain more experience in data entry and the job was pretty good. They were relocating at the time and their was no public transportation so I didn't go.","5","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL&start=80"
"1530253813-829","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL","Awful on all accounts .Never in a month of Sundays should anyone consider applying to this company. They have poor people skills and no one has any value . The  management do not respect their staff in any way . I will go so  far as saying  certain  directors were evil nasty  and snotty and had little regards for the opposite gender other that play things. Totally stuck in the past old boys school mentality .","16","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL&start=300"
"1530253870-845","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL","O ambiente é agradável e as pessoas que eu conheci também são legais e competentes.","15","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL&start=280"
"1530253749-705","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL","Fulfill projects; check your deliverables and timelines; coding, testing and implementation; peer, manager and project manager interaction

Learned new programming language (PL/1); and tools (SYNCSORT, FILE-AID, ENDEVOR, CONNECT:DIRECT)

Supervisor is generous in sharing knowledge; helpful teammates.

Work from home is discouraged.

Flexible time.","13","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL&start=240"
"1530253752-717","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL","Great place to work.  So far the culture is okay.  I find that work-life balance depends on who you work for.  The people are very nice and friendly.","17","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL&start=320"
"1530254092-961","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL","Horrible leads and management, would not recommend to anyone. Turn over rate is super high as well, temps would come in and be gone within 2-3 days. Used to be a fun work environment and not anymore.","7","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL&start=120"
"1530253870-843","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL","Turn over is tremendous. A contract call center that runs about 85% temps with the rest being made up as Equifax management / workers.

New training class of 10-20 weakly to replace ""old"" employees who either quit or are let go because they didn't live up to their production metrics.","15","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL&start=280"
"1530254131-988","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL","Outbound calls to employers to verify employment of people that had taken loans out through a bank. Team lead was fantastic, but has since left. Easy task, but attention to details needed.","6","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL&start=100"
"1530254245-1047","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL","Trabajadores comprometidos, excelente equipo de trabajo, gerentes con estrecha relación con su empleado, preocupados en todo aspecto.","2","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL&start=20"
"1530253766-795","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL","Reuniones diarias de tareas realizadas durante jornada anterior, posibles problematicas surgidas para buscar solucion y tares consideradas para el dia.(SCRUM). Estas reuniones podian ser con gente en Chile o USA. por lo tanto el nivel de ingles era muy importante.
La interaccion con los colegas de los distintos roles tal como programadores,analistas de negocios y pares QA era muy buena y servia para estar claro de las tareas a relaizar durante cada dia.
Lo mejor del trabajo era la flexibilidad para moverse en distintas areas dentro del trabajo y tambien la flexibilidad horaria.","19","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL&start=360"
"1530253763-765","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL","a day. As a matter of fact, you might as well give your child up for adoption working here. I, personally, don't have a problem helping out where needed, but when your team lead won't email you or stop by your desk until 10-15 min. before your shift ends to ask if you will stay later, it's a problem. That is not enough time to try and make arrangements, but they still expect you to stay. You'll become a favorite here as long as you're hitting incentive, but be careful who you talk to because if the co-worker you associate with isn't a favorite, you'll notice changes in their (management's) attitudes towards you. The best thing for you to do working here is keep to yourself, don't make any friends, and hold your bladder all day to make sure you hit your weekly goal. Unfortunately, even then they'll still find something to pick on.","20","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL&start=380"
"1530254050-945","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL","It has been 22 years since I worked at Equifax so I can only give my perspective of working there in the early 90's.  I enjoyed my time at Equifax, the fellow employees where great to work with. Management was good and treated everyone fairly.  Overall a good place to work and start my professional career.","8","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL&start=140"
"1530254092-965","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL","Typical day at work involves making roughly one hundred calls a day to obtain income or employee verification for employees trying to take out loans.
Didn't really learn much, sort of a tedious job that doesn't really challenge you. I supposed that's the hardest part of the job is to stay motivated and on task.","7","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL&start=120"
"1530254092-960","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL","Don't have any direct feedback since I was a consultant and far removed from management levels. From an outside perspective however, I saw this as a positive workplace.","7","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL&start=120"
"1530253759-758","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL","It was a pleasure assisting customers with credit inquiry disputes. While there a short period of time on a contract position I was able to not only assist with inquiries but I also gained knowledge of the credit reporting industry.","22","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL&start=420"
"1530253742-661","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL","Professional but competitive environment. Pay was base + commission. Constantly on the phone.  Day and evening hours but consistant. Management was very involved and helpful.","5","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL&start=80"
"1530254092-955","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL","I only worked for a very brief time, I thought of Equifax as a verification of employment, but this was just something really dumb.  Low pay, and all I could do was read from a script.  In the training, they said ""it is ok to lie to them.""  I only took the job because I had already been unemployed for long enough, but just pretend they dont exist.  Basically managers were not helping but they pretended to be there the whole time.  For one they did not really know what was going on, they were just making things up.","7","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL&start=120"
"1530253870-857","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL","Equifax allows for a great environment for people who are both parents and Career driven, where the company is very flexible on that level and provide possibility to work from home when required.","15","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL&start=280"
"1530254202-1013","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL","Daily meeting with management. Log into my computer look over reports from the previous day . Check to see if any documents have been faxed or mailed back to me regarding the information I requested. Then begin my day qc reports from investigators. What I learned most from my job is dealing with people when you have to return a report with an error he/she has made. The most enjoyable part of my job is since I'm a senior so that means  I can work any type of credit report that is presented to me and every file is not the same so I get to work on something different file every day","3","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL&start=40"
"1530253755-747","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL","Work was what you made it. I learned computer skills. Management was ok. Co-workers were pretty good. Hardest part living on minimum wage at the time. Most enjoyable part working with minimal supervision.","21","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL&start=400"
"1530253912-871","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL","very good company, I wish them well. The trips to other countries were very good, I miss the people that I work for abroad.","14","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL&start=260"
"1530253766-789","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL","Its was a good and understandable desk job i ever had. I think the hours was less because i needed more hours.","19","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL&start=360"
"1530253755-737","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL","The external view of Equifax is one of a competent company whose customer-facing employees excel in consulting and product support.

Internally, the company faces issues with product accountability, and people who are ""old-school"" and grandfathered in to their position. The good ole boys network is rampant, so if you don't get ""in"" at first, expect to spend time working your way into favor.

It is a good company to gain experience; however, the burnout rate of young, motivated employees is high and those who stay in their jobs do so as old salts- happy with marginality.","21","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL&start=400"
"1530254202-1015","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL","I liked Equifax fo r good working environment , for welcoming new entry level developers for giving them a chance to grow. Unfortunately i had to interrupt my employment there due to tragic family circumstances","3","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL&start=40"
"1530254012-919","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL","See thru leggings, lazy supervisors, dirty restrooms, inappropriate attire, low wages, yelling, extreme profanity, middle school mentality, terrible benefits, never hire their temps","10","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL&start=180"
"1530253813-833","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL","This place is the worst place to work, you are treated like trash. Anyone is replaceable and they make it very clear.","16","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL&start=300"
"1530253971-916","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL","This is a good place to work but just keep in mind that title means everything here.  A developer here is essentially a resource to be used by other members on the team.  You will own nothing.  Your ideas and opinions are not welcome unless you are of a high enough title.  Some companies will want you to own and be responsible for your design work as a software engineer.  Here, you are expected to implement someone else's design instead and have little to no say on the design, the processes, or any kind of business decisions.  I feel more like a contractor here rather than a full-time employee despite full-time status.

The telecommuting is nice, one day on average or more if you have a cold.

The benefits are great except the health insurance.  The health insurance here is a high deductible plan.","11","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL&start=200"
"1530253942-896","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL","Nice places to work; the typical work day, updating credit reports for banks, and credit union. Part of the work will be researching information, talking on the phone with the creditors and the  borrower.","12","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL&start=220"
"1530253763-775","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL","customer service
offset
handled inbound call outbound call
work in call center
make sure you listen to your customer
rewards","20","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL&start=380"
"1530253759-756","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL","My work at Equifax involved collection calls in the company's call center. A typical day at this job involved sitting on an electronic dialing system that automatically called individuals that were behind in the payments for various companies.

At this job I learned the importance of patience, learning to not match the behavior and attitudes of the consumers, and how to document detailed notes on accounts.

The hardest part of working for Equifax was the lack of peer and managment interaction. Most of the day was spent on the phone and little time was dedicated to buidling peer relationships and interacting and getting to know management.

The part I enjoyed most about working for Equifax was learning at the collection process. Equifax provided training on the importance to maintaining good credit, as well as the steps involved in rebuilding credit after negative marks had been notated. I also learned about some of the various programs available to consumers that were having difficulty making the payments on their debts.","22","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL&start=420"
"1530254245-1032","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL","A typical day at work was good.We had training sessions and brainstorming sessions with management so they took good care of us.It was good working there.","2","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL&start=20"
"1530253912-872","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL","What i've learned through out my life is that i enjoy working.  I especially enjoy working with the public and general customer service.  I've been fortunate to have had great managers in my past jobs.  Men and women that were willing to help me succeed on the job.  However, i am looking for a job that i can make a career.  I would like to get with a company that i can grow with and remain there for the years to come.This company is not where i want to stay for long because of the pay and management is not healthy in my opinion.","14","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL&start=260"
"1530254050-939","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL","The workplace environment is so laid back. Team leads are very helpful and attentive. Easy Training. Great snack selections in the break room. Well organized.","8","https://www.indeed.co.in/cmp/Equifax/reviews?fcountry=ALL&start=140"
