web-scraper-order,web-scraper-start-url,Reviews,Pagination,Pagination-href
"1530587458-1656","https://www.indeed.co.in/cmp/State-Bank-of-India/reviews","Working with SBI is a diversified experience. A typical day at work beings at 09:30 hrs. dealing with variety of customers, providing banking facilities as per employee's assigned role and completing all ancillary tasks till 18:30 hrs. in the evening. A State Bank officer is a jack of all trades in Banking arena viz. , Branch Management, Retail Banking, Retail Advances, Credit Analysis of Corporate Advances, IT, Customer Services, Vigilance and Disciplinary actions, Human Resources etc. 

The work culture at SBI is one of the best in India. The hardest part of the Job of an SBI officer is poor work life balance and the most enjoyable part is that being an SBI officer enables you to be more dynamic, tolerant and seasoned personality.","3","https://www.indeed.co.in/cmp/State-Bank-of-India/reviews?start=40"
"1530586719-1286","https://www.indeed.co.in/cmp/State-Bank-of-India/reviews","Very recently prior to retirement I headed a Retail Assets Processing Centre and Demat Participant Centralized Processing Centre. I had 5 years experience as Head Of the Branch in addition to above. At Washi Turbhe I completed a task I.e. making the branch online from manual functioning. At Jalna I double the business.","17","https://www.indeed.co.in/cmp/State-Bank-of-India/reviews?start=320"
"1530586719-1282","https://www.indeed.co.in/cmp/State-Bank-of-India/reviews","A typical day depends on where you are working and in which position you are working. Typically you have to be in the office by 9:30 am and the day generally ends by 6 pm but for officer grade it may stretch till 9 pm too. There are lot of pressure but that's fine as you learn a lot. Co-workers can be intelligent, they can even be lazy too as its almost like a Govt job. So, it is advisable to the person you are and develop yourself professionally as there are immense changes of networking with people.","17","https://www.indeed.co.in/cmp/State-Bank-of-India/reviews?start=320"
"1530586669-1258","https://www.indeed.co.in/cmp/State-Bank-of-India/reviews","The job gives you a great learning curve but you have to ready for immense work pressure. Usually there is long working hours with occasional cancelled holidays. But the bank hosts the brightest brains in Credit and forex, so you may have a great opportunity to learn stuff","13","https://www.indeed.co.in/cmp/State-Bank-of-India/reviews?start=240"
"1530587458-1666","https://www.indeed.co.in/cmp/State-Bank-of-India/reviews","State Bank of India is a good organization which offer a handsome salary and perquisites and also good opportunity for elevation in career. I served this organization for more than  37 years .","3","https://www.indeed.co.in/cmp/State-Bank-of-India/reviews?start=40"
"1530586861-1358","https://www.indeed.co.in/cmp/State-Bank-of-India/reviews","I am working only three month in this organization but it job in a branch of SBI Bank so it is interesting.","23","https://www.indeed.co.in/cmp/State-Bank-of-India/reviews?start=440"
"1530586824-1344","https://www.indeed.co.in/cmp/State-Bank-of-India/reviews","An excellent place where one could spent full tenure, if one is prepared to put in normal effort and a place where one could go up to any level, if prepared to work hard.","24","https://www.indeed.co.in/cmp/State-Bank-of-India/reviews?start=460"
"1530586861-1354","https://www.indeed.co.in/cmp/State-Bank-of-India/reviews","Every day I enjoyed the work

Typical day when the connectivity was not for full day

Very very supportive.

Too much cooperative

To tackle our customer at the  time of connectivity problem

I enjoyed each moment in my job","23","https://www.indeed.co.in/cmp/State-Bank-of-India/reviews?start=440"
"1530587458-1667","https://www.indeed.co.in/cmp/State-Bank-of-India/reviews","Work at SBI was very enriching , full of fun and job culture was satisfying.  The management is considerate , job security and promotions satisfactory.","3","https://www.indeed.co.in/cmp/State-Bank-of-India/reviews?start=40"
"1530587458-1665","https://www.indeed.co.in/cmp/State-Bank-of-India/reviews","It's an amazing organisation to start your career and has unparalleled growth opportunities but if you are among those who favour innovation, quick-paced work environment and work-life balance, this is definitely not for you. Despite the baby steps they are now taking towards 'modernisation', there is a still lot to be changed if the organisation is to attract young talent.","3","https://www.indeed.co.in/cmp/State-Bank-of-India/reviews?start=40"
"1530587458-1651","https://www.indeed.co.in/cmp/State-Bank-of-India/reviews","The job gives you a great learning curve but you have to ready for immense work pressure. Usually there is long working hours with occasional cancelled holidays. But the bank hosts the brightest brains in Credit and forex, so you may have a great opportunity to learn stuff","3","https://www.indeed.co.in/cmp/State-Bank-of-India/reviews?start=40"
"1530587399-1616","https://www.indeed.co.in/cmp/State-Bank-of-India/reviews","There are two kiosk combined Bank of Baroda and State Bank Of India. In those kiosk I work together at a time. There's atmosphere as i told you as Bank of Baroda kiosk.","6","https://www.indeed.co.in/cmp/State-Bank-of-India/reviews?start=100"
"1530587150-1463","https://www.indeed.co.in/cmp/State-Bank-of-India/reviews","Not compensated well for workload, promotions are ok, bossism and job culture is OK but not encouraging, too much work stress","16","https://www.indeed.co.in/cmp/State-Bank-of-India/reviews?start=300"
"1530586719-1284","https://www.indeed.co.in/cmp/State-Bank-of-India/reviews","Its a great place to work and there are many opportunities to improve the level of performance and the quality of service to the customers of the bank as well get quality business for the bank.","17","https://www.indeed.co.in/cmp/State-Bank-of-India/reviews?start=320"
"1530587361-1585","https://www.indeed.co.in/cmp/State-Bank-of-India/reviews","It was a wonderful experience to work with India's largest Bank , State Bank of India. I got the opportunity to work with many aspects of banking such as retail banking, international banking, credit and Treasury.","8","https://www.indeed.co.in/cmp/State-Bank-of-India/reviews?start=140"
"1530587429-1645","https://www.indeed.co.in/cmp/State-Bank-of-India/reviews","My day at SBI starts at 9.30AM and ends as per my work and it largely depends on what profile I am handling and what kind of support staff I have. Taking leaves was easy earlier but now the Banking industry is undergoing a major transformation and things are not as easy as they were earlier. The HR policies are very strong and the job is very secured. Promotions, however, are sluggish and everyone gets the same opportunity, irrespective of the performance.","4","https://www.indeed.co.in/cmp/State-Bank-of-India/reviews?start=60"
"1530586915-1378","https://www.indeed.co.in/cmp/State-Bank-of-India/reviews","nice & good enviormnet for work, all teams are coprative , co-workers are good. i learned how to communciate with customer how to create relationship with customers. my hardest part whn i start a work & dont find any customer.","22","https://www.indeed.co.in/cmp/State-Bank-of-India/reviews?start=420"
"1530587255-1502","https://www.indeed.co.in/cmp/State-Bank-of-India/reviews","Always the branches were very busy in attending customers. I had a very good team of staff members who knows their job, very friendly and very much co-operating. A great support for me. During my period I learned about punctuality in executing work, effective staff management, and communication skills. Meeting the targets fixed for a certain given period was difficult, but with my experience in this field I managed successfully. I was very happy to talk to customers , solve their problems and taking part in customer meetings.
I enjoyed the job very much.","14","https://www.indeed.co.in/cmp/State-Bank-of-India/reviews?start=260"
"1530586587-1233","https://www.indeed.co.in/cmp/State-Bank-of-India/reviews","I learned Work balance in the both Professional and Personal life. Apart from that I learned how to wprk in the Team.Exchange ideas among  the teammates  to reached Our Targets","5","https://www.indeed.co.in/cmp/State-Bank-of-India/reviews?start=80"
"1530586915-1371","https://www.indeed.co.in/cmp/State-Bank-of-India/reviews","i learn public dealing finance administration. etc. i have nice relation with co worker","22","https://www.indeed.co.in/cmp/State-Bank-of-India/reviews?start=420"
"1530586915-1389","https://www.indeed.co.in/cmp/State-Bank-of-India/reviews","State bank is excellent institution caring their emmployee alround as motivation, skill development,giving training of his own to develop the maximum potency of the employee and at the same time takes care of basic need of life also.","22","https://www.indeed.co.in/cmp/State-Bank-of-India/reviews?start=420"
"1530586617-1238","https://www.indeed.co.in/cmp/State-Bank-of-India/reviews","The job gives you a great learning curve but you have to ready for immense work pressure. Usually there is long working hours with occasional cancelled holidays. But the bank hosts the brightest brains in Credit and forex, so you may have a great opportunity to learn stuff","9","https://www.indeed.co.in/cmp/State-Bank-of-India/reviews?start=160"
"1530587078-1432","https://www.indeed.co.in/cmp/State-Bank-of-India/reviews","Learned about banking and customer relationship.
Able perform well because of the support from the branch managers.","18","https://www.indeed.co.in/cmp/State-Bank-of-India/reviews?start=340"
"1530586719-1295","https://www.indeed.co.in/cmp/State-Bank-of-India/reviews","every day was a busy day.
work for money as well as enjoy to serve community.
management keep employees in discipline.
when you work togather with coworkers without jealousy/competition, days as well as life become enjoyable.
when you get transfer at distant place, it is difficult to commute.
we had tradition to welcome new staff member and give farewell to retired/transeferred staff member with parties and gift;  and it was really fun.","17","https://www.indeed.co.in/cmp/State-Bank-of-India/reviews?start=320"
"1530587399-1626","https://www.indeed.co.in/cmp/State-Bank-of-India/reviews","Experience of working with SBI senior employees is a great source of getting knowledge and their supportive behavior helps a lot to learn various things about the banking culture.

It provides a good knowledge of Loan processing and makes me able to handle heavy work pressure because almost 70 SBI branches of Indore migrated their loan files to RACPC for further maintenance and we have to audit all such files also.","6","https://www.indeed.co.in/cmp/State-Bank-of-India/reviews?start=100"
"1530586824-1345","https://www.indeed.co.in/cmp/State-Bank-of-India/reviews","a busy six day week .
customer interaction.
staff management.
meeting new people.
lack of tech savvy staff","24","https://www.indeed.co.in/cmp/State-Bank-of-India/reviews?start=460"
"1530587188-1486","https://www.indeed.co.in/cmp/State-Bank-of-India/reviews","As the position was in corporate office of the Bank woth over 10000 branches all over India I took pride in working in the Banking operations of the Bank. The position demands 100% perfection in evolving systems and procedures and it was great exposure","15","https://www.indeed.co.in/cmp/State-Bank-of-India/reviews?start=280"
"1530587255-1507","https://www.indeed.co.in/cmp/State-Bank-of-India/reviews","management
the hardest part of the job
what you learned
a typical day at work
your co-works
Authorised and regulated by Reserve Bank of India
I know about the awards won by State Bank of India
Our bank is your bank","14","https://www.indeed.co.in/cmp/State-Bank-of-India/reviews?start=260"
"1530587318-1542","https://www.indeed.co.in/cmp/State-Bank-of-India/reviews","State Bank of India is such a institution where there are enough scope to prove the employee. Management is excellent and they are always vigilant about their employees. After all I enjoyed my service.","11","https://www.indeed.co.in/cmp/State-Bank-of-India/reviews?start=200"
"1530586719-1291","https://www.indeed.co.in/cmp/State-Bank-of-India/reviews","State Bank of India is a good place to work and grow.  I learnt business principles of financial institute and also learnt business values. Learnt leadership skills from my managers.","17","https://www.indeed.co.in/cmp/State-Bank-of-India/reviews?start=320"
"1530586745-1311","https://www.indeed.co.in/cmp/State-Bank-of-India/reviews","I performed my duties to the best as per requirement of the management. The concept was to secure business through the agents.  Later on the concept has been closed by the Bank.","21","https://www.indeed.co.in/cmp/State-Bank-of-India/reviews?start=400"
"1530587150-1469","https://www.indeed.co.in/cmp/State-Bank-of-India/reviews","1. Entire administration of a branch having Rs.3800. crores of business
2. Sanctioning of housing loans car loans educational loans- in a nut shell all personal segment loans.
3. Dealing customer complaints.
4. I learned to be more patient.
5. I am able to maintain an excellent relation ship with my subordinates in solving their problems.
6.The hardest part of the job is to arrange the day to day operations when many people are on leave.
7. The most enjoyable part is to see a satisfied customer.","16","https://www.indeed.co.in/cmp/State-Bank-of-India/reviews?start=300"
"1530586669-1266","https://www.indeed.co.in/cmp/State-Bank-of-India/reviews","A typical Government job with the latest technological upgrades. SBI has competed and maintained its position in Indian market.","13","https://www.indeed.co.in/cmp/State-Bank-of-India/reviews?start=240"
"1530586669-1275","https://www.indeed.co.in/cmp/State-Bank-of-India/reviews","If you are a personal with extra ordinary skills and ambitious, try another organisation. Working with senior staff is more stressful.If you are young and dynamic, its your fault and you will have to work more than who are paid well i.e.senior staff.","13","https://www.indeed.co.in/cmp/State-Bank-of-India/reviews?start=240"
"1530586587-1231","https://www.indeed.co.in/cmp/State-Bank-of-India/reviews","Everyday is typical day
Every time ready to help
Very very good management
Its cool
Loan documents collection and verified
Every time all officers and managers are supporting","5","https://www.indeed.co.in/cmp/State-Bank-of-India/reviews?start=80"
"1530587078-1437","https://www.indeed.co.in/cmp/State-Bank-of-India/reviews","State Bank of India was another great experience I have ever had. The guide/supervisor at this bank spent at least 1 hour per day to provide me the information and guide me through the practical work and writting the report as a result of this internship for Bangalore University.","18","https://www.indeed.co.in/cmp/State-Bank-of-India/reviews?start=340"
"1530586824-1334","https://www.indeed.co.in/cmp/State-Bank-of-India/reviews","The hardest part is sitting late though you are not occupied with any work while the most enjoyable part is interacting with customers.","24","https://www.indeed.co.in/cmp/State-Bank-of-India/reviews?start=460"
"1530586745-1299","https://www.indeed.co.in/cmp/State-Bank-of-India/reviews","* There were in fact two types of job experience during these long years.One as desk officer or departmental heads at administrative office and the other while working at branch level, either as a support officer divisional manager/branch manager.I enjoyed both the roles,but working at branch level was always more challenging because of the art of  dealing with senior/junior colleagues and the customers of various nature.

* I learned many a lessions during this  journey in the Bank.In nut shell I learned that good behaviour, wise adminstration, resorting to  transparency and positive attitude in solving problems always helped me in getting good results.
* I did not have much problem with the Management as such.They were demanding in getting results,which I tried to deliver all along.
* I had the opportunity to intereact and work together with  thousands of co workers during more than 3 decades of worklife.It is true that capability differed from man to man,but I tried to make them deliver the best in them.
* Every action in Bank is related with money.Hence it had to be ensured that mistakes committed by me or my colleages were kept to bare minimum, lest Bank's interest remains protected.Be it payment of a fraudent cheque or in the area of quality of  advances made. This was perhaps the hardest part of the job.
* Last, but not the least, the most enjoyable part of the job was interacting with various people, be it out colleague or customers.I enriched myself during the job period, which I will cherish all along.","21","https://www.indeed.co.in/cmp/State-Bank-of-India/reviews?start=400"
"1530587324-1562","https://www.indeed.co.in/cmp/State-Bank-of-India/reviews","I used to develop customer service points at certain place where people need banking and cannot reached the banks.our staff sitting at the c.s.p provided banking facilities to the people and transact Money to my account and I transfered to branch accounts.we provided loans and disburse loans and I monitored credits of the accountees.","10","https://www.indeed.co.in/cmp/State-Bank-of-India/reviews?start=180"
"1530586581-1213","https://www.indeed.co.in/cmp/State-Bank-of-India/reviews","State Bank of India is a largest bank in India and completed all Basel Norms It will help to move into International Trade.SLR and CRR always maintained. I enjoyed a lot continuously 34 years SBI serves poor with their various low interest","",""
"1530587150-1465","https://www.indeed.co.in/cmp/State-Bank-of-India/reviews","Learned a few basics of finance and marketing.Acquired some leadership qualities.Visited a lot of places.More exposure various segment customers","16","https://www.indeed.co.in/cmp/State-Bank-of-India/reviews?start=300"
"1530586617-1254","https://www.indeed.co.in/cmp/State-Bank-of-India/reviews","Learned and gained knowledge about banking and financing, Work load is heavy but exciting and challenging everyday. Workplace culture is Appreciable. Great working Experience","9","https://www.indeed.co.in/cmp/State-Bank-of-India/reviews?start=160"
"1530586824-1341","https://www.indeed.co.in/cmp/State-Bank-of-India/reviews","1-Joining
2-Arts
3-Behave
4-When we done our gob perfactily","24","https://www.indeed.co.in/cmp/State-Bank-of-India/reviews?start=460"
"1530586957-1396","https://www.indeed.co.in/cmp/State-Bank-of-India/reviews","Joined the Bank as a Clerk on 11/01/1978. Promoted as Asstt. Manager in 1999 and as a Deputy Manager 2005. During the period of Officer incumbency worked as Branch Manager of Rural Branch (SAB) at Uttarkashi. Also worked as Accountant/Field Officer/Service Manager at two Mid Sized Metro Branches at Delhi. Retired as Deputy Manager on 30/11/212 after 34 years 1 months service.","20","https://www.indeed.co.in/cmp/State-Bank-of-India/reviews?start=380"
"1530587361-1589","https://www.indeed.co.in/cmp/State-Bank-of-India/reviews","not a good staff.staff does not cooperate.staff can be easily misled.proper guidance is lacking.training is good.work culture not up  to the mark.staff can any day betray you","8","https://www.indeed.co.in/cmp/State-Bank-of-India/reviews?start=140"
"1530587361-1584","https://www.indeed.co.in/cmp/State-Bank-of-India/reviews","Good company but learning opportunities are very less. Exposure to business is very limited. Pay is good. Workplace culture is also good and friendly.","8","https://www.indeed.co.in/cmp/State-Bank-of-India/reviews?start=140"
"1530586824-1349","https://www.indeed.co.in/cmp/State-Bank-of-India/reviews","I learn how home loan are giving to clients. All procedure for secured loan disbursement.
Management of SBI are very co-operative to me.
Manage the all papers for disbursement of Home Loan is not an easy task.
Help to get arrange the Loan to clients is very enjoyable part for me.","24","https://www.indeed.co.in/cmp/State-Bank-of-India/reviews?start=460"
"1530587429-1635","https://www.indeed.co.in/cmp/State-Bank-of-India/reviews","Agood job for no expirync at a good day for in work for the menegmant fo custmer service at ejoy for work the job good stap menegmant the at the happy","4","https://www.indeed.co.in/cmp/State-Bank-of-India/reviews?start=60"
"1530587150-1467","https://www.indeed.co.in/cmp/State-Bank-of-India/reviews","A very mature bank with a long history and more than 10,000 branches. The range of services and talent is breathtaking. One of the few organization that have their own staff colleges to train and develop talent. Provides great opportunity to parade your talent.","16","https://www.indeed.co.in/cmp/State-Bank-of-India/reviews?start=300"
"1530587029-1419","https://www.indeed.co.in/cmp/State-Bank-of-India/reviews","Started my career with SBI

added value to my financial analytics","19","https://www.indeed.co.in/cmp/State-Bank-of-India/reviews?start=360"
"1530586617-1251","https://www.indeed.co.in/cmp/State-Bank-of-India/reviews","This organisation will provide you very good exposure to overall banking if you really want to learn. Believes in equality i.e. equal pay for all at the same rank. Might go up based on experience not on capability and at the same time you should be ready to sacrifice your personal life and able to handle pressure not for business but for  Cross selling - SBI Life, Insurance.

It will teach you how to sustain in bureaucratic culture and what lack of professionalism is!!","9","https://www.indeed.co.in/cmp/State-Bank-of-India/reviews?start=160"
"1530587188-1473","https://www.indeed.co.in/cmp/State-Bank-of-India/reviews","It was wonderful to work in SBI, which is a model employer providing adequate growth opportunities to everyone, model employer, nice colleagues with fair and progressive looking management.","15","https://www.indeed.co.in/cmp/State-Bank-of-India/reviews?start=280"
"1530587150-1453","https://www.indeed.co.in/cmp/State-Bank-of-India/reviews","Great place to learn about new trends in Security. Growth chances in personal and professional life is present. The best part of the job was peer to peer learning possible.","16","https://www.indeed.co.in/cmp/State-Bank-of-India/reviews?start=300"
"1530586581-1207","https://www.indeed.co.in/cmp/State-Bank-of-India/reviews","Largest public sector bank in India. Management strongly supports holistic training and development of resources. Instances of employees being fired virtually non existent. Great work culture. Minimum competition. Salaries are below market rates.","",""
"1530586824-1332","https://www.indeed.co.in/cmp/State-Bank-of-India/reviews","Sbi is a pioneer in the field of banking. Its work culture is specialised","24","https://www.indeed.co.in/cmp/State-Bank-of-India/reviews?start=460"
"1530586581-1202","https://www.indeed.co.in/cmp/State-Bank-of-India/reviews","The  state bank bank of India is rules & regulation very good. The state bank bank of India is overall rating & job work is good . The state bank of India is salary is good position & good salary every employees.","",""
"1530586617-1242","https://www.indeed.co.in/cmp/State-Bank-of-India/reviews","Good working conditions with equal opportunities of growth. No limit to grow as from entry level one can go up to Chairman. Besides working environment other cericular activities can also be undertaken.","9","https://www.indeed.co.in/cmp/State-Bank-of-India/reviews?start=160"
"1530587324-1552","https://www.indeed.co.in/cmp/State-Bank-of-India/reviews","I was teller at bank and it's really tough in India because there are lots of customers and I learned to manage customer relationship that time and also how to me calm in hard times","10","https://www.indeed.co.in/cmp/State-Bank-of-India/reviews?start=180"
