web-scraper-order,web-scraper-start-url,Reviews,Pagination,Pagination-href
"1530512529-208","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews","Very good company . I have very good experience with this company .This is the reason  I have been there for so long. Benefits are good and compare to other company really remarkable.","17","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews?start=320"
"1530512711-272","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews","1. Options to work:
- In preferred area of engineering opportunities based on skills
- In preferred locations

2. Upgrade skills based on job requirements and business needs","29","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews?start=560"
"1530513678-593","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews","One of the Best Companies to work with and every body is given chance to grow and given chances to get into the relevant roles as per the project needs and employee growth too.","93","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews?start=1840"
"1530512590-227","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews","As we all would agree, Tata's is one of the best places to work. Job Security is at it's best and the Management is considerate. There is ample opportunity to learn and grow.","21","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews?start=400"
"1530512281-123","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews","It is a good place start off your career with. Being a fresher i learnt a lot of technologies and new methodologies and how to handle situations at work. Which is something which you don't get just by studying but by experience.","",""
"1530512347-141","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews","Work environment is good but shift timings are long so one can not balance professional and personal life together. Even chairs are not comfortable to seat as we have to work for long hours it should be comfortable.","5","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews?start=80"
"1530513436-515","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews","Prasad is a Senior Associate in PwC’s Health Industry Advisory practice. He has more than 12 years of experience working for large Healthcare Payers/Providers, Banking and Insurance, Telecommunications, and Digital Marketing clients solving complex business problems by gaining alignment on architecture solutions with client’s business leadership and technical teams for several large and complex projects. An avid learner who likes to proactively learn new technologies and trends like Big Data Analytics, Cybersecurity, IoT, Cloud Computing and constantly thinking how to leverage these learnings for client benefit.","77","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews?start=1520"
"1530512772-286","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews","Healthy work environment.
Improve technical and Human Relation skills.
As an MNC there is lot more opportunity to learn.
Excellent internal skill development program.","33","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews?start=640"
"1530512469-171","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews","- Management is very Poor
-They don't consider about Employee's growth all they care is about their work
long work to work
no work/life balance.
extended hours of work
You will even need to come on Saturday for work
very hard to get vacation","13","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews?start=240"
"1530513013-380","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews","TCS is one of the best Indian MNC to work for. 
Pros includes - Job Security, Ample opportunities to learn, Salary hikes are okay, timely promotions, ample chances to work at onshore, very process oriented","49","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews?start=960"
"1530513134-414","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews","Good company having strong worth ethics. Good atmosphere for work though it can vary from project to project.Company with great opportunities. Good work life balance.","57","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews?start=1120"
"1530513618-581","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews","Decent  place  to   work
Can  grow   here
Onsite  Opportunity
Job Security   is very   high
No   Pressure
Fun   Culture
Decent   Hike
Okay   management","89","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews?start=1760"
"1530512347-148","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews","This organization have very good work environment with job security and time flexibility. Management is also very good and they are also give various opportunities to improve and explore your skills.","5","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews?start=80"
"1530512281-124","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews","Its is good company with good job security for the employees. Have worked under very good manager with very supporting team. Had a good learning curve which will help me in the near future","",""
"1530512469-191","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews","Its Good Company only think you will not get good package very less package not able to survival in Bangalore with less salary if you have family. Job Security is there that is the best in the TATA company","13","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews?start=240"
"1530513195-426","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews","satisfactory ,employees in TCS get benefits and job security , various health and medical  benefits as well.i loved the workc ulture and learning environment.","61","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews?start=1200"
"1530513255-462","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews","The company does not expect you to work during weekends. Good stability in terms of career growth options. Though it is a big organization, the management addresses everyone's concerns personally.","65","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews?start=1280"
"1530512529-193","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews","Not want to mention at this moment. So shared the ratings above, Will update some other time.
Also would like to mention the Organization is good but the location matters a lot. The location decides the mentality of people working there.","17","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews?start=320"
"1530513134-405","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews","I am working here from 2013. Really such a wonderful place to learn technology. I had a good team to work here.

Thanks to give opportunity to work in TCS.","57","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews?start=1120"
"1530513195-442","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews","management dosen't appreciate the hard work put in by the employees....on the good side.....salary is good, but if an employee is not fit in the process and approaches the management for a transfer due to health reason, people in the management will not consider that and will not acknowledge that.","61","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews?start=1200"
"1530512407-150","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews","- Management is very Poor
-They don't consider about Employee's growth all they care is about their work
long work to work
no work/life balance.
extended hours of work
You will even need to come on Saturday for work
very hard to get vacation","9","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews?start=160"
"1530513678-600","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews","Good and it is fun at work I enjoyed and learned a lot from this organisation
Really thankful to the policies in TCS and I have learnt a lot from this organisation","93","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews?start=1840"
"1530512281-111","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews","Good company which has good process following. 
Also on a day we will have minimum of 8 hours of work and work life balance can be easily accomodated.","",""
"1530512347-138","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews","Great place to work. Highly recommended. 

I have worked for this company for two year now. The company is very caring towards the employees as well as their service users, I'm hoping to carry on with this company for a number of years and process in my career.

lovely company to work for.","5","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews?start=80"
"1530513013-379","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews","NA. good place to work..  A typical work day can start at anytime of the day, depending upon the process requirement. good management and a nice work culture.","49","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews?start=960"
"1530513315-485","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews","Its a great place to work at TCS ,good work life balance . only thing that needs to be looked at is Package, all other things are pretty much superb..","69","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews?start=1360"
"1530513195-434","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews","First of all TCS worlds most well known company of Tata group. Motto of company is professional and personal life balance which truely on there benchmark.

Learnt many things in TCS like etiquette , communication skills and leadership.","61","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews?start=1200"
"1530512893-338","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews","In Tata Consultancy Service jobs are very secure but management and upper manager are very poor, they don't know to manage all activities. Job culture and life balance is also good. 
I am satisfied with TCS.","41","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews?start=800"
"1530512651-247","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews","It's a good company to start your career. Provide job security. Benefits are good. There is lot of bais in the organisation considering the large size","25","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews?start=480"
"1530512953-357","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews","Great learning experience with job security but less growth and management at times is partial. The work culture is amazing , fun and enjoyable. Overall good.","45","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews?start=880"
"1530513618-588","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews","Depends on the employee, lot of work if employee Keen to learn, can relax and spend time otherwise. Lot of onsite opportunities to compensate for the low pay in India","89","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews?start=1760"
"1530513134-418","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews","I had a great experience in working with this consultancy. Having a professional attitude and an ability to be flexible and handle change in a positive manner.","57","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews?start=1120"
"1530513013-371","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews","The company has brand name and good work life balance. A typical day will be work .call and meeting.The worklife is good .Trying to  new things and prospect.","49","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews?start=960"
"1530512893-322","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews","Company is fast paced lots of people and lot of technologies, can easily get lost, you require a mentor to have a firm place within the organization at least.","41","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews?start=800"
"1530512893-325","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews","I worked full time for 4 years with TCS . The team I worked had a relaxed environment and there were good employee benefits. I learned a lot bith technical and soft skills during this period,","41","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews?start=800"
"1530512711-255","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews","- Management is very Poor
-They don't consider about Employee's growth all they care is about their work
long work to work
no work/life balance.
extended hours of work
You will even need to come on Saturday for work
very hard to get vacation","29","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews?start=560"
"1530512953-353","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews","good place to work for ladies .but less opportunity to do what we love to. RMG needs to improve.Employee satisfaction is less.
Management is average. Overall good","45","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews?start=880"
"1530513557-565","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews","The work life balance is good.
Salary hike is moderate, depends on Company Performance.
Provide good health insurance.

Hard to find a project according to your skill set. You need a good luck to be allocated in a project where the technology used is of your choice, specially for freshers.","85","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews?start=1680"
"1530512893-336","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews","Best ladder to enter into IT industry
Flexible work timings
Supportive management & colleagues
Work Life balance
A good amount of projects in IT industry having different expertise to service banking needs","41","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews?start=800"
"1530512893-331","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews","All my SAP MM career begins with TCS 
It is full workaholic organisation ,work environment is good for experienced and for fresher it is like test to sustain in MNC organisation","41","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews?start=800"
"1530513195-439","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews","I'd be totally glad if i get to your company. A tension free job from which many things can be learned without stress. Moreover, learning something new along with our friends makes happy.","61","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews?start=1200"
"1530512590-222","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews","TCS is a nice company to work with,There are ample opportunities and growth prospective .Have been working in TCS for past 6 years and happy with the progress that have been made in my career.","21","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews?start=400"
"1530513315-469","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews","I have learnt a lot about IT skills, telecom domain and team management skills and new technologies.

Provided full flexibility in roles selection and free to move across the technologies and domain","69","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews?start=1360"
"1530513678-595","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews","Bored of doing redundant work. Learned so many things mainly on the aviation domain.I got a chance to work with the engineers closely and had a thorough knowledge on the product which am working for","93","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews?start=1840"
"1530512281-126","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews","Its a huge organisation, spread across many services and have more to offer regarding different opportunities, but what benefits provided for the associate are very less regards to salary and compensation","",""
"1530513678-607","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews","A typical day at work consists of basic things .We have to Hone our skills as on our priroity.Talent development and upskilling are given highest priority as far as employee is concerned.","93","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews?start=1840"
"1530513678-605","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews","At TCS office When any Job is thrown to the ground team members, its analyst for its effectness, & after reviewing the result managemental procedure starts form here to collect best result from the ground team.","93","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews?start=1840"
"1530512529-192","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews","- Management is very Poor
-They don't consider about Employee's growth all they care is about their work
long work to work
no work/life balance.
extended hours of work
You will even need to come on Saturday for work
very hard to get vacation","17","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews?start=320"
"1530513134-417","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews","less salary increments, less personal development, more politics,onsite chances for support work .
 
less pressure more fun.good atmosphere .nice if you get good team","57","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews?start=1120"
"1530512529-202","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews","Good for freshers. Management is also friendly. Workplace is fun and entertaining. Not all clients are enjoyable. Learning is good in development projects.","17","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews?start=320"
"1530513134-413","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews","All is great in TCS. The work culture is nice here , people very friendly and helpful in nature. TCS Provides all the utilities and infrastructure to enhance ones own skills and develop in there respective Domain.","57","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews?start=1120"
"1530512469-181","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews","The company help me grow professionally. Provided a great environment to work and grow. Other employees were helpful and understanding. Introduced me to the corporate culture with ease.","13","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews?start=240"
"1530513618-586","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews","The best Seven years I have had in my life, I would call this a gurukul of sorts for people who have strayed out of their professional path and find their way out to life.","89","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews?start=1760"
"1530513497-547","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews","I think I am  very lucky person to start my carrier at TCS and got lot of professional  experience and work place was very exciting and had good team outing etc.","81","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews?start=1600"
"1530513315-479","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews","One of the best IT consulting firms in India and around the world. Helped me grow professionally in the field of Database development and backend support. Always confronted challenges at my job and with determined team effort I was able to accept those and succeed.","69","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews?start=1360"
"1530512469-190","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews","TCS is a good company to work with which provides work-life balance and stability.
It has good work culture.
It doesn't pays you well. Can be improved","13","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews?start=240"
"1530512590-231","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews","Great workplace with focus on ergonomics to enable comfortable working environment.
Good work life balance.
Vast number of opportunities for knowledge sharing and learning.","21","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews?start=400"
"1530512651-246","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews","I was working as a BA. I got a very good exposure . Learnt lot of new analytical and methodical ways to solve a solution. Salary was to less. Overall experience was great","25","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews?start=480"
"1530512469-175","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews","It is a good place to start your career with. there are lot of opportunities .  There are various level of responsibilities that employees learn to handle in parallel.","13","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews?start=240"
"1530512651-242","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews","If you want rest as a fresher and you don't want to do work more.Then just join THE TCS I joined TCS via a payroll company but i do more creative work here.","25","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews?start=480"
"1530513678-591","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews","- Management is very Poor
-They don't consider about Employee's growth all they care is about their work
long work to work
no work/life balance.
extended hours of work
You will even need to come on Saturday for work
very hard to get vacation","93","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews?start=1840"
"1530513255-450","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews","The Company is good to work however the Salary paid by the Company is very less. For freshers this is very good company as this gives lots of experience in different domains.","65","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews?start=1280"
"1530513074-387","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews","Had a great start of career over here. Good working environment. Some processes have log working hours but some are good. Special attention is given on women safely.","53","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews?start=1040"
"1530512772-294","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews","It was great working in tcs. It is having a good working culture in such a way that the employee can enjoy work life balance. But mostly u have to work in required timeings specified.","33","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews?start=640"
"1530512953-344","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews","TCS is a good place to work, and there are lots of opportunities to grow as an individual.  However, the pressure is quite high and it becomes difficult to manage the work-life balance.","45","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews?start=880"
"1530512347-147","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews","TCS providers good opportunity to its employees in terms of exploring one's interest. 
Work life balance is good.
Getting Promotion is a bit difficult after a certain level. It depends solely on immediate supervisor.","5","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews?start=80"
"1530512590-228","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews","No time restrictions so free to work and complete the deliverable accordingly.
Management and work culture is good. 
Good hikes if you perform well.Overall good","21","https://www.indeed.co.in/cmp/Tata-Consultancy-Services-(tcs)/reviews?start=400"
